CHR	END	sim50	Raw
chr7	38795832	2	286
chr7	39830061	2	274
chr7	40877028	2	203
chr7	41891337	2	197
chr7	42915977	2	239
chr7	43944011	2	245
chr7	45011075	2	298
chr7	46106030	2	279
chr7	47125851	2	274
chr7	48146494	2	281
chr7	49199932	2	273
chr7	50229460	2	257
chr7	51294575	2	242
chr7	52354264	2	278
chr7	53384001	2	273
chr7	54434297	2	277
chr7	55460314	2	275
chr7	56606482	2	526
chr7	62983266	2	247
chr7	64262514	2	255
chr7	65639066	2	284
chr7	66807754	2	245
chr7	67821348	2	265
chr7	68835388	2	262
chr7	69851956	2	260
chr7	70865470	2	286
chr7	71883485	2	256
chr7	73330266	2	279
chr7	75233624	2	269
chr7	76562104	2	281
chr7	77743068	2	271
chr7	78771453	3	430
chr7	79798405	3	438
chr7	80821044	3	381
chr7	81838321	3	388
chr7	82865305	3	425
chr7	83910780	3	381
chr7	84941619	3	405
chr7	85976210	3	403
chr7	87020934	3	422
chr7	88058965	3	379
chr7	89098796	3	418
chr7	90166885	3	376
chr7	91227219	3	401
chr7	92267311	3	419
chr7	93308796	3	405
chr7	94330994	3	386
chr7	95359492	3	351
chr7	96394973	3	386
chr7	97452009	3	371
chr7	98519076	3	408
chr7	99553995	3	389
chr7	100683210	3	398
chr7	101740238	3	427
chr7	103123510	4	454
chr7	104166756	4	529
chr7	105212587	4	507
chr7	106242565	4	528
chr7	107273354	4	536
chr7	108299262	4	554
chr7	109337050	4	492
chr7	110390989	4	495
chr7	111429586	4	483
chr7	112455673	4	521
chr7	113524510	4	494
chr7	114543766	4	527
chr7	115571251	4	548
chr7	116606748	4	528
chr7	117625850	4	543
chr7	118646949	4	524
chr7	119685413	4	539
chr7	120705520	4	546
chr7	121734110	4	560
chr7	122773739	4	555
chr7	123812355	4	524
chr7	124843635	4	513
chr7	125869628	4	532
chr7	126911443	4	530
chr7	127931884	4	551
chr7	129023794	4	540
chr7	130042466	4	530
chr7	131167032	4	545
chr7	132182142	4	548
chr7	133205303	4	566
chr7	134225177	4	498
chr7	135245371	4	517
chr7	136270598	5	557
chr7	137317181	5	765
chr7	138339996	5	811
chr7	139365357	5	780
chr7	140418306	5	592
chr7	141448912	3	340
chr7	142591027	3	384
chr7	144111713	3	425
chr7	145146417	3	388
chr7	146189353	3	377
chr7	147221457	3	424
chr7	148254324	3	379
chr7	149283588	3	419
chr7	150551039	3	380
chr7	151561953	3	437
chr7	152664578	3	407
chr7	153871675	3	498
chr7	154988477	3	474
chr7	156007292	3	389
chr7	157034448	2	290
chr7	158077639	2	273
chr7	159138663	2	269
chr8	1248338	2	254
chr8	2336310	2	276
chr8	3366229	2	275
chr8	4379486	2	378
chr8	5400990	2	419
chr8	6425795	2	331
chr8	8475673	2	254
chr8	9495429	2	253
chr8	10519491	2	289
chr8	11539250	2	257
chr8	13073615	2	264
chr8	14092457	2	283
chr8	15118232	2	269
chr8	16145883	1	122
chr8	17176625	1	0
chr8	18186733	1	81
chr8	19203502	1	121
chr8	20221301	1	140
chr8	21235881	1	144
chr8	22251757	1	108
chr8	23271818	1	141
chr8	24290809	1	137
chr8	25320285	1	121
chr8	26347796	1	135
chr8	27371426	1	146
chr8	28386201	1	134
chr8	29412458	1	153
chr8	30427326	1	124
chr8	31459034	1	128
chr8	32482695	1	131
chr8	33503995	1	136
chr8	34540722	2	290
chr8	35568200	2	296
chr8	36604546	2	267
chr8	37618782	2	270
chr8	38634790	2	265
chr8	39659007	2	284
chr8	40694133	2	279
chr8	41716116	2	245
chr8	42736000	2	506
chr8	47924643	2	232
chr8	48999821	2	272
chr8	50047717	2	254
chr8	51087800	2	270
chr8	52129505	2	283
chr8	53166854	2	272
chr8	54192936	2	306
chr8	55244549	2	267
chr8	56281449	2	255
chr8	57335329	2	285
chr8	58380488	2	265
chr8	59415415	2	255
chr8	60457810	2	266
chr8	61500462	2	258
chr8	62541194	2	194
chr8	63577448	1	128
chr8	64618345	1	140
chr8	65665568	1	127
chr8	66706070	1	131
chr8	67736925	1	127
chr8	68778675	1	138
chr8	69823497	1	139
chr8	70877671	1	119
chr8	71925628	1	145
chr8	72967758	1	138
chr8	74015989	1	143
chr8	75046668	1	141
chr8	76098187	1	137
chr8	77143981	1	39
chr8	78183878	1	1
chr8	79217182	1	37
chr8	80255846	1	131
chr8	81293104	1	127
chr8	82331890	1	137
chr8	83368797	1	124
chr8	84405410	1	138
chr8	85456241	1	152
chr8	86503572	1	128
chr8	87814693	1	130
chr8	88880179	1	166
chr8	89929661	2	265
chr8	90993330	2	268
chr8	92029623	2	267
chr8	93094239	2	271
chr8	94126469	2	316
chr8	95168542	2	265
chr8	96193076	2	519
chr8	97247291	2	398
chr8	98282913	2	267
chr8	99328312	2	251
chr8	100392413	2	287
chr8	101444709	2	273
chr8	102474098	2	293
chr8	103520057	2	259
chr8	104541470	2	278
chr8	105587631	2	319
chr8	106616826	2	275
chr8	107652076	2	287
chr8	108681486	2	281
chr8	109732352	2	307
chr8	110762595	2	264
chr8	111798907	2	285
chr8	112830803	2	248
chr8	113863658	2	298
chr8	114896678	2	259
chr8	115960593	2	299
chr8	116992031	2	284
chr8	118019947	2	265
chr8	119050442	2	260
chr8	120084351	2	270
chr8	121138226	2	297
chr8	122186111	2	233
chr8	123219378	2	261
chr8	124250572	2	273
chr8	125274965	2	262
chr8	126300053	2	271
chr8	127337698	2	270
chr8	128383250	2	258
chr8	129414031	2	248
chr8	130475689	2	265
chr8	131500159	2	270
chr8	132539123	2	264
chr8	133581385	2	239
chr8	134603787	2	272
chr8	135638108	2	285
chr8	136667589	2	256
chr8	137712286	2	287
chr8	138748684	2	277
chr8	139797421	2	273
chr8	140817746	2	266
chr8	141845154	2	281
chr8	142949391	2	234
chr8	143991663	2	284
chr8	145024344	2	264
chr8	146364022	2	282
chr9	1183283	2	280
chr9	2230092	2	260
chr9	3252103	2	269
chr9	4276384	2	268
chr9	5322416	2	289
chr9	6375724	2	270
chr9	7402492	2	259
chr9	8433742	2	279
chr9	9449863	2	255
chr9	10478495	2	245
chr9	11510273	2	255
chr9	12547159	2	263
chr9	13573716	2	250
chr9	14591723	2	282
chr9	15638694	2	262
chr9	16672882	2	270
chr9	17709019	2	268
chr9	18749143	2	258
chr9	19784689	2	277
chr9	20825116	2	272
chr9	21870831	2	289
chr9	22920606	2	278
chr9	23944602	2	260
chr9	24991103	2	293
chr9	26021206	2	241
chr9	27050377	2	247
chr9	28074065	2	249
chr9	29121792	2	262
chr9	30147200	2	269
chr9	31188870	2	295
chr9	32246454	2	277
chr9	33279808	2	250
chr9	34362325	2	265
chr9	35410639	2	252
chr9	36426922	2	253
chr9	37446063	2	265
chr9	38461148	2	559
chr9	71441008	2	267
chr9	72484677	2	255
chr9	73540920	2	283
chr9	74557580	2	276
chr9	75579670	2	285
chr9	76592879	2	276
chr9	77615542	2	247
chr9	78646371	2	252
chr9	79670510	2	289
chr9	80700863	2	230
chr9	81734237	2	271
chr9	82770217	2	273
chr9	83809726	3	468
chr9	84867683	3	391
chr9	85906923	3	418
chr9	86962356	3	410
chr9	87982699	3	432
chr9	89059322	3	397
chr9	90084498	3	377
chr9	91156861	3	389
chr9	92177015	2	291
chr9	93458017	2	258
chr9	94484592	2	261
chr9	95526196	2	67
chr9	96556800	0	0
chr9	97683139	0	0
chr9	98700632	0	0
chr9	99810484	0	0
chr9	100863870	0	0
chr9	101880240	0	1
chr9	102902414	0	0
chr9	103951819	0	0
chr9	104988269	0	0
chr9	106017952	0	0
chr9	107056477	0	0
chr9	108072598	0	0
chr9	109128897	0	0
chr9	110152079	0	0
chr9	111167373	0	0
chr9	112187891	0	6
chr9	113222916	2	122
chr9	114249036	2	221
chr9	115263347	2	266
chr9	116329413	2	246
chr9	117341542	2	271
chr9	118360689	2	319
chr9	119386858	2	249
chr9	120401286	2	278
chr9	121418093	2	257
chr9	122446115	2	258
chr9	123471064	2	255
chr9	124488146	2	241
chr9	125518271	2	245
chr9	126535777	2	257
chr9	127552984	2	268
chr9	128577370	2	246
chr9	129587025	2	286
chr9	130601771	2	235
chr9	131621417	2	261
chr9	132633511	2	277
chr9	133797273	2	294
chr9	134814634	2	272
chr9	135827276	2	262
chr9	136852666	2	256
chr9	137927936	2	267
chr9	138963550	2	266
chr9	140029248	2	279
chr9	141213431	2	280
chr10	1149034	3	267
chr10	2192465	3	308
chr10	3212859	3	410
chr10	4230285	3	397
chr10	5301918	3	383
chr10	6320975	3	394
chr10	7381095	3	376
chr10	8397958	3	390
chr10	9417347	3	394
chr10	10453293	3	382
chr10	11481095	3	401
chr10	12511968	2	277
chr10	13544227	2	284
chr10	14559403	2	256
chr10	15593326	2	273
chr10	16628347	2	253
chr10	17650921	2	256
chr10	19099946	2	259
chr10	20143519	2	279
chr10	21194447	2	318
chr10	22224846	2	277
chr10	23267198	2	272
chr10	24308528	2	275
chr10	25338505	2	278
chr10	26390696	2	294
chr10	27423909	2	283
chr10	28468984	2	295
chr10	29487787	2	258
chr10	30520579	2	277
chr10	31563606	2	249
chr10	32614016	2	289
chr10	33670424	2	269
chr10	34695550	2	278
chr10	35715814	2	260
chr10	36758101	2	251
chr10	37838694	3	641
chr10	43591725	3	399
chr10	44628987	3	415
chr10	45679537	3	422
chr10	48394290	3	419
chr10	50092569	3	385
chr10	51512967	3	402
chr10	52946853	3	393
chr10	53982959	3	378
chr10	55021861	3	414
chr10	56068670	3	406
chr10	57101120	3	412
chr10	58143005	3	374
chr10	59180370	3	397
chr10	60216650	3	376
chr10	61259711	3	425
chr10	62284809	3	415
chr10	63312441	3	396
chr10	64331315	3	395
chr10	65366855	3	395
chr10	66408171	3	419
chr10	67444359	3	420
chr10	68475623	3	402
chr10	69540213	3	400
chr10	70561980	3	383
chr10	71582412	3	418
chr10	72607896	3	395
chr10	73620678	3	349
chr10	74649994	3	409
chr10	75719062	3	496
chr10	76746532	3	499
chr10	77772382	3	413
chr10	78817475	3	420
chr10	79839684	3	400
chr10	80864072	3	422
chr10	82123509	3	423
chr10	83162839	3	407
chr10	84202295	3	389
chr10	85229972	3	411
chr10	86269828	3	392
chr10	87325148	3	395
chr10	88357455	3	407
chr10	89679840	3	371
chr10	90702761	3	395
chr10	91730322	3	419
chr10	92779151	3	403
chr10	93840785	3	432
chr10	94870190	3	417
chr10	95895933	3	406
chr10	96978011	3	392
chr10	98006451	3	425
chr10	99027462	3	417
chr10	100060953	3	420
chr10	101122082	3	391
chr10	102172190	3	391
chr10	103195758	3	413
chr10	104219218	3	439
chr10	105245600	3	399
chr10	106261913	3	397
chr10	107302702	3	380
chr10	108340250	2	249
chr10	109367532	2	256
chr10	110402009	2	274
chr10	111457128	2	289
chr10	112491068	2	278
chr10	113525192	2	283
chr10	114568776	2	280
chr10	115586580	2	283
chr10	116604265	2	254
chr10	117647653	2	255
chr10	118668920	2	273
chr10	119696080	2	323
chr10	120717477	2	272
chr10	121741957	2	306
chr10	122786821	2	309
chr10	123805833	2	275
chr10	124860708	2	269
chr10	125925620	2	266
chr10	126946766	2	254
chr10	127980302	2	285
chr10	129161614	2	266
chr10	130184896	2	280
chr10	131199111	2	262
chr10	132228430	2	281
chr10	133252356	2	265
chr10	134387213	2	285
chr10	135534747	2	265
chr11	1281864	2	271
chr11	2326003	2	282
chr11	3452120	2	267
chr11	4686606	2	284
chr11	5751861	2	281
chr11	6805552	2	283
chr11	7874363	2	291
chr11	8929838	2	262
chr11	9970367	2	275
chr11	11013619	2	270
chr11	12042977	2	317
chr11	13070469	2	275
chr11	14131443	2	268
chr11	15203794	2	248
chr11	16230370	2	274
chr11	17282341	2	291
chr11	18322178	2	259
chr11	19368423	2	286
chr11	20399729	2	253
chr11	21440642	2	285
chr11	22491644	2	294
chr11	23560366	2	256
chr11	24606850	2	255
chr11	25670543	2	269
chr11	26718135	2	315
chr11	27768936	3	421
chr11	28824868	3	387
chr11	29878923	3	415
chr11	30918914	4	522
chr11	31968708	4	565
chr11	33015189	4	539
chr11	34051595	4	518
chr11	35089319	4	523
chr11	36126226	4	531
chr11	37172560	4	526
chr11	38212688	4	531
chr11	39252876	4	547
chr11	40313617	4	567
chr11	41353758	3	423
chr11	42389890	3	408
chr11	43463922	3	427
chr11	44497728	3	436
chr11	45527000	3	381
chr11	46556004	2	311
chr11	47593555	2	296
chr11	48694722	2	264
chr11	50034164	2	514
chr11	55890829	2	248
chr11	56951154	2	256
chr11	57993202	2	266
chr11	59053315	2	289
chr11	60099536	2	254
chr11	61196819	2	294
chr11	62235923	2	258
chr11	63322154	2	278
chr11	64350354	2	270
chr11	65377089	2	283
chr11	66411461	2	258
chr11	67444765	2	272
chr11	68593073	2	277
chr11	69664618	2	271
chr11	70738461	2	283
chr11	71907465	2	282
chr11	72937170	2	253
chr11	73970321	2	298
chr11	75021949	2	248
chr11	76053824	2	244
chr11	77098317	2	249
chr11	78151016	2	315
chr11	79177407	2	271
chr11	80207836	2	268
chr11	81232560	2	298
chr11	82280554	2	264
chr11	83321820	2	283
chr11	84356315	2	275
chr11	85402889	2	290
chr11	86448320	2	274
chr11	87517254	2	280
chr11	88625453	2	263
chr11	90139847	2	282
chr11	91188294	2	254
chr11	92230942	2	265
chr11	93283186	2	300
chr11	94347295	2	308
chr11	95392907	2	279
chr11	96579822	4	513
chr11	97624327	4	547
chr11	98664658	4	497
chr11	99703646	4	520
chr11	100762094	4	534
chr11	101814873	4	555
chr11	102856720	4	572
chr11	103899759	4	312
chr11	104931797	4	444
chr11	105958527	4	510
chr11	106994375	4	526
chr11	108032031	4	513
chr11	109091167	2	271
chr11	110136340	2	258
chr11	111173249	2	284
chr11	112202333	2	271
chr11	113229184	2	247
chr11	114258532	2	228
chr11	115299314	2	286
chr11	116327281	2	288
chr11	117366098	2	286
chr11	118390500	2	290
chr11	119425275	2	283
chr11	120444082	2	281
chr11	121470760	2	252
chr11	122513129	2	290
chr11	123538724	2	261
chr11	124581056	2	281
chr11	125616791	2	274
chr11	126648866	2	271
chr11	127681298	2	254
chr11	128711713	2	261
chr11	129759660	2	243
chr11	130792750	2	262
chr11	131829341	2	267
chr11	132860124	2	268
chr11	133896008	2	275
chr11	135006516	2	261
chr12	1189813	2	255
chr12	2220083	2	251
chr12	3252079	2	277
chr12	4286863	2	249
chr12	5320474	2	258
chr12	6359572	1	140
chr12	7442078	1	152
chr12	8620020	1	135
chr12	9794928	1	141
chr12	10849290	1	130
chr12	11916813	1	123
chr12	12952824	1	155
chr12	13981468	1	118
chr12	15010490	1	128
chr12	16031271	1	147
chr12	17058165	2	269
chr12	18117722	2	296
chr12	19150691	2	270
chr12	20178374	2	293
chr12	21213820	2	268
chr12	22271636	2	272
chr12	23328924	2	256
chr12	24354103	2	280
chr12	25375581	2	234
chr12	26413463	2	257
chr12	27455751	2	249
chr12	28488413	2	274
chr12	29529843	2	272
chr12	30579291	2	235
chr12	31692567	2	294
chr12	32730697	2	277
chr12	33778280	2	590
chr12	38946086	2	266
chr12	39993766	2	273
chr12	41029020	2	271
chr12	42056640	2	276
chr12	43104617	2	249
chr12	44136242	3	365
chr12	45175027	3	387
chr12	46207905	3	385
chr12	47240582	3	404
chr12	48274170	3	405
chr12	49317279	3	373
chr12	50336722	3	396
chr12	51355341	3	401
chr12	52387155	3	406
chr12	53410471	3	392
chr12	54428360	3	417
chr12	55488610	3	396
chr12	56563654	3	419
chr12	57599741	3	387
chr12	58636277	3	419
chr12	59672599	3	434
chr12	60704282	3	372
chr12	61754306	3	392
chr12	62785240	3	405
chr12	63808254	3	398
chr12	64931176	3	413
chr12	65956551	3	363
chr12	66988624	3	422
chr12	68002468	3	409
chr12	69030511	3	384
chr12	70051291	3	416
chr12	71100368	3	404
chr12	72128494	3	392
chr12	73159197	3	425
chr12	74204275	3	420
chr12	75235798	3	408
chr12	76260658	3	373
chr12	77278375	3	408
chr12	78310636	3	369
chr12	79331273	3	377
chr12	80357923	3	412
chr12	81409901	3	411
chr12	82435832	3	380
chr12	83460678	2	318
chr12	84509770	2	240
chr12	85522302	2	282
chr12	86544631	2	255
chr12	87595837	2	213
chr12	88638351	2	146
chr12	89667403	2	182
chr12	90684115	2	262
chr12	91705268	2	267
chr12	92725299	2	237
chr12	93747626	2	280
chr12	94768876	2	249
chr12	95786831	2	279
chr12	96822293	2	272
chr12	97847839	2	261
chr12	98887091	2	248
chr12	99904557	2	303
chr12	100923805	3	441
chr12	101960586	3	554
chr12	102983416	3	542
chr12	104019876	3	357
chr12	105042366	3	309
chr12	106077257	2	256
chr12	107106403	2	258
chr12	108125224	2	276
chr12	109135239	2	270
chr12	110197680	2	255
chr12	111213670	2	267
chr12	112227869	2	262
chr12	113254354	2	250
chr12	114262025	2	276
chr12	115274787	2	258
chr12	116285050	2	282
chr12	117291218	2	257
chr12	118302423	2	269
chr12	119323277	2	269
chr12	120337440	4	531
chr12	121356007	4	522
chr12	122376625	4	534
chr12	123459067	4	504
chr12	124475970	4	527
chr12	125487294	4	536
chr12	126502496	4	513
chr12	127521555	4	577
chr12	128540597	4	516
chr12	129563476	4	513
chr12	130591133	2	263
chr12	131609106	2	255
chr12	132694214	2	230
chr12	133851895	2	250
chr13	20399029	4	481
chr13	21420227	4	514
chr13	22463480	4	506
chr13	23503608	2	245
chr13	24540263	2	255
chr13	25627568	2	300
chr13	26655617	2	249
chr13	27676538	2	267
chr13	28694665	2	280
chr13	29720847	2	256
chr13	30752847	2	274
chr13	31782400	2	272
chr13	32819788	2	306
chr13	33840786	2	274
chr13	34867091	2	290
chr13	35902846	2	277
chr13	36934236	2	263
chr13	37968789	2	276
chr13	39009118	2	252
chr13	40030371	2	252
chr13	41061530	2	288
chr13	42121428	2	256
chr13	43166645	2	274
chr13	44195314	2	275
chr13	45224731	2	290
chr13	46263595	2	252
chr13	47309795	2	228
chr13	48353711	2	319
chr13	49396121	2	282
chr13	50432834	2	249
chr13	51471474	2	291
chr13	52517448	2	265
chr13	53727053	2	220
chr13	54754874	2	302
chr13	55780734	2	284
chr13	56814926	2	271
chr13	57875876	2	234
chr13	58903953	2	265
chr13	59935277	2	248
chr13	60967606	2	271
chr13	62008052	2	283
chr13	63026676	2	301
chr13	64047538	2	255
chr13	65136643	2	266
chr13	66154588	2	359
chr13	67187976	3	386
chr13	68218172	3	431
chr13	69249537	3	435
chr13	70271822	3	373
chr13	71299713	3	417
chr13	72319037	3	376
chr13	73350129	3	404
chr13	74377406	3	432
chr13	75410375	3	258
chr13	76444343	3	258
chr13	77479050	3	417
chr13	78511314	5	536
chr13	79545592	5	631
chr13	80587286	5	686
chr13	81619574	5	689
chr13	82661177	5	651
chr13	83687731	5	663
chr13	84714310	5	646
chr13	85738846	5	671
chr13	86917447	5	679
chr13	87950562	5	555
chr13	88979743	2	293
chr13	90009736	2	251
chr13	91025307	2	269
chr13	92052914	2	258
chr13	93083569	2	276
chr13	94124240	2	258
chr13	95156005	2	267
chr13	96180995	2	257
chr13	97219879	2	266
chr13	98244704	2	254
chr13	99284204	2	292
chr13	100307989	2	264
chr13	101335422	2	261
chr13	102375210	2	286
chr13	103398890	2	278
chr13	104421069	2	246
chr13	105443212	2	261
chr13	106472137	2	259
chr13	107501568	2	281
chr13	108528077	2	287
chr13	109563225	2	279
chr13	110590065	2	261
chr13	111620075	2	257
chr13	112797695	2	249
chr13	113861800	2	283
chr13	115169878	2	255
chr14	21041753	2	264
chr14	22088166	2	243
chr14	23126816	2	268
chr14	24160766	2	278
chr14	25255506	2	299
chr14	26300889	2	265
chr14	27347087	2	277
chr14	28411214	2	267
chr14	29453527	2	290
chr14	30488064	2	257
chr14	31529657	2	279
chr14	32571276	2	258
chr14	33611049	2	264
chr14	34636366	2	238
chr14	35694014	2	252
chr14	36736666	2	293
chr14	37772700	2	239
chr14	38823729	2	286
chr14	39870339	2	281
chr14	40942652	2	248
chr14	41984960	2	278
chr14	43028331	3	370
chr14	44090623	3	392
chr14	45139695	3	409
chr14	46196675	3	388
chr14	47260090	3	386
chr14	48294161	3	399
chr14	49353568	3	398
chr14	50390355	3	414
chr14	51420769	3	409
chr14	52458556	3	389
chr14	53498404	3	404
chr14	54542595	3	420
chr14	55575885	3	508
chr14	56610047	3	547
chr14	57654961	3	446
chr14	58702915	3	412
chr14	59724969	3	383
chr14	60769485	3	403
chr14	61827782	4	581
chr14	62858482	4	665
chr14	63904859	4	692
chr14	64928975	4	503
chr14	65953758	4	395
chr14	66999062	3	378
chr14	68039988	3	397
chr14	69069986	3	372
chr14	70087623	3	412
chr14	71131685	3	415
chr14	72166251	3	368
chr14	73203644	3	376
chr14	74247790	3	386
chr14	75272950	3	398
chr14	76291787	3	440
chr14	77317786	3	378
chr14	78339709	3	424
chr14	79357942	3	415
chr14	80396025	3	379
chr14	81435478	2	278
chr14	82471408	2	291
chr14	83496169	2	282
chr14	84519312	2	257
chr14	85540101	2	269
chr14	86585407	2	204
chr14	87623017	2	190
chr14	88658980	2	285
chr14	89688557	2	261
chr14	90715586	2	282
chr14	91737234	2	257
chr14	92772665	2	255
chr14	93801012	2	277
chr14	94825257	2	266
chr14	95845161	2	259
chr14	96862408	2	296
chr14	97885192	2	253
chr14	98901676	2	286
chr14	99921823	2	248
chr14	100940155	2	301
chr14	101963478	2	268
chr14	102993082	2	250
chr14	104018200	2	280
chr14	105044048	2	266
chr14	106141304	2	279
chr14	107349540	2	288
chr15	23022340	1	272
chr15	24526174	1	228
chr15	25628460	1	128
chr15	26639361	1	151
chr15	27655576	1	134
chr15	29140276	1	142
chr15	30208215	1	131
chr15	31800323	1	128
chr15	33299117	1	138
chr15	34316579	1	137
chr15	35430020	1	105
chr15	36455038	0	1
chr15	37476314	0	0
chr15	38522974	0	0
chr15	39552478	0	1
chr15	40574783	0	0
chr15	41593350	0	0
chr15	42611035	0	10
chr15	43635734	1	142
chr15	44793012	1	149
chr15	45887197	1	133
chr15	46922736	1	142
chr15	47956856	1	129
chr15	48964016	1	132
chr15	50000960	1	116
chr15	51025630	1	100
chr15	52064591	1	135
chr15	53084840	1	127
chr15	54125459	1	110
chr15	55150872	1	138
chr15	56193028	1	146
chr15	57242004	1	201
chr15	58251316	2	280
chr15	59269524	2	286
chr15	60286545	2	283
chr15	61302802	2	290
chr15	62324303	2	231
chr15	63340584	2	259
chr15	64357428	2	297
chr15	65381151	2	250
chr15	66396609	2	296
chr15	67410698	2	270
chr15	68427699	2	264
chr15	69443145	2	259
chr15	70455600	2	237
chr15	71489460	2	264
chr15	72515678	2	271
chr15	73577285	2	296
chr15	74636091	2	274
chr15	75707232	2	311
chr15	76748674	3	390
chr15	77788949	3	411
chr15	78835888	3	369
chr15	79880491	3	404
chr15	80904265	3	409
chr15	81918474	3	401
chr15	83608138	3	410
chr15	84643070	3	407
chr15	85976830	3	421
chr15	86998958	3	409
chr15	88045865	3	391
chr15	89070391	3	416
chr15	90100226	3	425
chr15	91125055	3	372
chr15	92153414	2	275
chr15	93171614	2	263
chr15	94200430	2	268
chr15	95224202	2	258
chr15	96233857	2	255
chr15	97244653	2	250
chr15	98282728	2	272
chr15	99300994	2	255
chr15	100318469	2	273
chr15	101377863	2	292
chr15	102531392	2	321
chr16	1112477	3	436
chr16	2151671	3	410
chr16	3291588	3	387
chr16	4308967	3	425
chr16	5353141	3	419
chr16	6364481	3	399
chr16	7371258	3	378
chr16	8387885	2	251
chr16	9459475	2	287
chr16	10486173	2	265
chr16	11499285	2	264
chr16	12535604	2	271
chr16	13552171	2	131
chr16	14568347	2	271
chr16	16100326	2	411
chr16	17586169	2	380
chr16	19156697	2	383
chr16	20167514	2	210
chr16	21277983	2	134
chr16	22796999	2	235
chr16	23812177	2	291
chr16	24822659	2	246
chr16	25837354	2	394
chr16	26853811	2	409
chr16	27862240	2	418
chr16	29294090	2	401
chr16	30700994	2	267
chr16	31746276	2	235
chr16	34209948	2	543
chr16	47493504	2	268
chr16	48543780	2	295
chr16	49579618	2	261
chr16	50599530	2	286
chr16	51625496	2	257
chr16	52653488	2	253
chr16	53685435	2	248
chr16	54711166	2	264
chr16	55732229	2	275
chr16	56791888	2	257
chr16	57812120	2	270
chr16	58836121	2	274
chr16	59897361	2	282
chr16	60948267	2	266
chr16	61985037	2	261
chr16	63007764	2	265
chr16	64050495	2	250
chr16	65070917	2	295
chr16	66111262	2	270
chr16	67137538	2	276
chr16	68161783	2	288
chr16	69191687	2	262
chr16	70386866	2	203
chr16	71450069	2	269
chr16	72487330	2	262
chr16	73518531	2	282
chr16	74624477	2	266
chr16	75654350	2	276
chr16	76699481	2	273
chr16	77721744	2	283
chr16	78738235	2	281
chr16	79754284	2	285
chr16	80785691	2	288
chr16	81807469	2	255
chr16	82835895	2	265
chr16	83857260	2	264
chr16	84878602	2	257
chr16	85902250	2	301
chr16	86937302	2	298
chr16	87972420	2	294
chr16	89125508	2	265
chr16	90354753	2	251
chr17	1183821	2	272
chr17	2225258	2	279
chr17	3339505	2	267
chr17	4381222	2	263
chr17	5426910	2	289
chr17	6459707	2	271
chr17	7504970	2	252
chr17	8534748	2	220
chr17	9569254	2	300
chr17	10602166	2	282
chr17	11630677	2	274
chr17	12674189	2	276
chr17	13699487	2	257
chr17	14757921	2	275
chr17	15965410	2	273
chr17	17138506	2	262
chr17	18168014	2	297
chr17	19718395	2	331
chr17	21031408	2	552
chr17	26338965	2	280
chr17	27360795	2	271
chr17	28387026	2	254
chr17	29493953	2	247
chr17	30577163	2	270
chr17	31610619	2	247
chr17	32643225	2	254
chr17	33661176	2	257
chr17	35002630	2	240
chr17	36013573	2	258
chr17	37193748	2	289
chr17	38208366	2	249
chr17	39223036	2	288
chr17	40262016	2	270
chr17	41291407	2	328
chr17	42320081	2	282
chr17	43337546	2	280
chr17	44878133	2	272
chr17	45992027	2	388
chr17	47003207	2	394
chr17	48019914	2	405
chr17	49029386	2	262
chr17	50049062	2	305
chr17	51072825	2	255
chr17	52097385	2	251
chr17	53119652	2	259
chr17	54149465	2	270
chr17	55168899	2	286
chr17	56179042	2	284
chr17	57200027	2	266
chr17	58326523	2	273
chr17	59363593	2	259
chr17	60423581	2	259
chr17	61482404	2	259
chr17	62558188	2	273
chr17	63671775	2	267
chr17	64689984	2	287
chr17	65704350	2	254
chr17	66744121	2	278
chr17	67775341	2	278
chr17	68797359	2	259
chr17	69812475	2	243
chr17	70822909	2	252
chr17	71836791	2	240
chr17	72844954	2	261
chr17	73866414	2	272
chr17	74889279	2	281
chr17	75904376	2	548
chr17	76918298	2	495
chr17	78042155	2	322
chr17	79062803	2	257
chr17	80127229	2	247
chr17	81195210	2	259
chr18	1128857	2	281
chr18	2179231	2	261
chr18	3224729	2	269
chr18	4260328	2	256
chr18	5312524	2	273
chr18	6356453	2	304
chr18	7396576	2	279
chr18	8445149	2	298
chr18	9493248	2	261
chr18	10527458	2	256
chr18	11598820	2	255
chr18	12715969	2	292
chr18	13761485	2	537
chr18	19557825	2	256
chr18	20605634	2	248
chr18	21636331	2	263
chr18	22674715	2	287
chr18	23704336	2	251
chr18	24746241	2	245
chr18	25788316	2	259
chr18	26836656	2	268
chr18	27867871	2	400
chr18	28891972	2	424
chr18	29934214	2	261
chr18	30974381	2	264
chr18	32019357	2	249
chr18	33068812	2	292
chr18	34117872	2	389
chr18	35157540	2	427
chr18	36194325	2	395
chr18	37225694	2	387
chr18	38264193	2	356
chr18	39294297	2	282
chr18	40336419	2	227
chr18	41373158	2	259
chr18	42414378	2	300
chr18	43458233	2	295
chr18	44486033	2	291
chr18	45544658	2	278
chr18	46572889	2	284
chr18	47628789	2	271
chr18	48669599	2	278
chr18	49709132	2	273
chr18	50740051	2	287
chr18	51783064	2	272
chr18	52977020	2	288
chr18	54015329	2	207
chr18	55057910	1	133
chr18	56092146	1	144
chr18	57133025	1	133
chr18	58174987	1	137
chr18	59215502	1	125
chr18	60251708	1	134
