CHR	END	MAPPABLE	COUNT	s_5_1_sequence.WB20	Raw
chr2	237201815	1	1	3	125
chr2	237717372	1	1	3	147
chr2	238222552	1	1	3	137
chr2	238731855	1	1	3	131
chr2	239239394	1	1	3	98
chr2	239748691	1	1	3	139
chr2	240285673	1	1	3	113
chr2	240819103	1	1	3	124
chr2	241327429	1	1	3	113
chr2	241857212	1	1	3	98
chr2	242370445	1	1	3	128
chr2	243100000	1	1.299392	3	125.443283
chr3	605318	1	1	6	161
chr3	1144073	1	1	6	193
chr3	1658217	1	1	6	143
chr3	2177128	1	1	6	228
chr3	2688348	1	1	6	145
chr3	3197240	1	1	6	173
chr3	3701732	1	1	6	208
chr3	4238388	1	1	6	135
chr3	4754362	1	1	6	285
chr3	5266639	1	1	6	237
chr3	5784259	1	1	6	325
chr3	6296950	1	1	6	254
chr3	6829843	1	1	6	214
chr3	7339873	1	1	6	219
chr3	7844975	1	1	6	242
chr3	8356331	1	1	6	191
chr3	8881150	1	1	3	125
chr3	9388480	1	1	3	138
chr3	9897770	1	1	3	98
chr3	10415859	1	1	3	91
chr3	10923227	1	1	3	98
chr3	11428335	1	1	3	115
chr3	11947127	1	1	3	138
chr3	12458346	1	1	3	121
chr3	12968199	1	1	3	136
chr3	13472477	1	1	3	172
chr3	13978331	1	1	3	217
chr3	14498097	1	1	3	195
chr3	15001781	1	1	3	111
chr3	15534450	1	1	3	124
chr3	16045024	1	1	3	107
chr3	16550766	1	1	3	207
chr3	17070205	1	1	3	170
chr3	17581840	1	1	3	146
chr3	18100207	1	1	3	105
chr3	18611537	1	1	3	84
chr3	19136551	1	1	5	147
chr3	19665453	1	1	5	173
chr3	20185093	1	1	5	165
chr3	20701315	1	1	5	200
chr3	21212055	1	1	5	166
chr3	21731901	1	1	5	157
chr3	22256073	1	1	5	157
chr3	22771268	1	1	5	152
chr3	23294665	1	1	5	199
chr3	23812813	1	1	5	153
chr3	24338005	1	1	5	175
chr3	24843110	1	1	5	175
chr3	25348832	1	1	5	147
chr3	25856662	1	1	5	104
chr3	26375750	1	1	5	163
chr3	26910232	1	1	5	125
chr3	27432153	1	1	5	127
chr3	27942909	1	1	5	175
chr3	28464479	1	1	5	189
chr3	28973350	1	1	5	165
chr3	29488154	1	1	5	198
chr3	29993925	1	1	5	139
chr3	30518066	1	1	5	156
chr3	31020260	1	1	5	143
chr3	31522207	1	1	5	207
chr3	32026052	1	1	5	216
chr3	32542213	1	1	5	178
chr3	33051439	1	1	5	150
chr3	33563079	1	1	5	183
chr3	34077956	1	1	5	214
chr3	34600266	1	1	5	236
chr3	35117208	1	1	5	212
chr3	35634791	1	1	5	175
chr3	36158468	1	1	5	169
chr3	36674261	1	1	5	195
chr3	37181546	1	1	5	241
chr3	37694690	1	1	5	114
chr3	38208974	1	1	5	271
chr3	38722648	1	1	5	345
chr3	39235785	1	1	5	311
chr3	39758321	1	1	5	231
chr3	40295351	1	1	3	131
chr3	40808287	1	1	3	98
chr3	41321268	1	1	3	164
chr3	41854361	1	1	3	108
chr3	42374239	1	1	3	98
chr3	42880994	1	1	3	138
chr3	43393379	1	1	3	153
chr3	43916805	1	1	3	141
chr3	44426944	1	1	3	127
chr3	44942824	1	1	3	131
chr3	45447091	1	1	3	103
chr3	45951003	1	1	3	97
chr3	46464990	1	1	3	130
chr3	46983748	1	1	3	166
chr3	47492473	1	1	3	116
chr3	48003191	1	1	3	89
chr3	48514711	1	1	3	100
chr3	49027236	1	1	3	97
chr3	49538496	1	1	3	77
chr3	50050203	1	1	3	121
chr3	50558389	1	1	3	107
chr3	51082564	1	1	3	105
chr3	51613839	1	1	3	143
chr3	52126285	1	1	3	130
chr3	52629623	1	1	3	53
chr3	53135301	1	1	3	91
chr3	53651374	1	1	3	111
chr3	54160283	1	1	3	138
chr3	54681343	1	1	3	133
chr3	55200972	1	1	3	114
chr3	55710385	1	1	3	166
chr3	56216981	1	1	3	122
chr3	56731614	1	1	3	107
chr3	57241542	1	1	3	164
chr3	57763313	1	1	3	89
chr3	58269421	1	1	3	104
chr3	58781646	1	1	3	111
chr3	59318926	1	1	3	116
chr3	59834790	1	1	3	146
chr3	60336534	1	1	3	136
chr3	60848114	1	1	3	135
chr3	61371103	1	1	3	94
chr3	61881362	1	1	3	121
chr3	62383597	1	1	3	114
chr3	62890146	1	1	3	114
chr3	63415229	1	1	3	86
chr3	63933661	1	1	3	99
chr3	64435225	1	1	3	131
chr3	64944155	1	1	3	88
chr3	65459512	1	1	3	134
chr3	66200000	1	1.396768	3	95.93576
chr3	66805537	1	1	3	109
chr3	67325512	1	1	3	138
chr3	67839619	1	1	3	98
chr3	68351973	1	1	3	112
chr3	68863895	1	1	3	101
chr3	69369822	1	1	3	118
chr3	69886507	1	1	3	135
chr3	70399315	1	1	3	97
chr3	70918281	1	1	3	151
chr3	71424575	1	1	3	83
chr3	71927015	1	1	3	141
chr3	72431880	1	1	3	133
chr3	72941060	1	1	3	106
chr3	73453953	1	1	3	133
chr3	73957216	1	1	3	145
chr3	74471907	1	1	3	89
chr3	74991301	1	1	3	84
chr3	75561778	1	1	3	93
chr3	76140557	1	1	3	164
chr3	76654222	1	1	3	93
chr3	77161191	1	1	3	82
chr3	77669464	1	1	3	86
chr3	78183421	1	1	3	89
chr3	78697664	1	1	3	88
chr3	79217091	1	1	3	72
chr3	79723162	1	1	3	101
chr3	80231663	1	1	3	67
chr3	80742999	1	1	3	111
chr3	81265331	1	1	3	87
chr3	81773179	1	1	3	78
chr3	82289973	1	1	3	101
chr3	82808220	1	1	3	98
chr3	83318164	1	1	3	98
chr3	83827256	1	1	3	89
chr3	84338848	1	1	3	84
chr3	84850746	1	1	3	104
chr3	85368488	1	1	3	86
chr3	85873228	1	1	3	61
chr3	86392244	1	1	3	85
chr3	86897614	1	1	3	84
chr3	87409778	1	1	3	104
chr3	87923037	1	1	3	93
chr3	88437134	1	1	3	123
chr3	88963228	1	1	3	90
chr3	89477224	1	1	3	58
chr3	90007172	1	1	3	73
chr3	90500000	1	0.87247	3	103.155403
chr3	94034282	1	1	3	103
chr3	94548259	1	1	3	132
chr3	95070318	1	1	3	94
chr3	95591914	1	1	3	69
chr3	96099533	1	1	3	78
chr3	96612967	1	1	3	85
chr3	97128737	1	1	3	66
chr3	97650112	1	1	3	98
chr3	98166529	1	1	3	136
chr3	98685872	1	1	3	89
chr3	99215523	1	1	3	120
chr3	99728362	1	1	3	74
chr3	100244832	1	1	3	111
chr3	100760111	1	1	3	102
chr3	101281441	1	1	3	124
chr3	101807898	1	1	3	115
chr3	102315734	1	1	3	95
chr3	102827498	1	1	3	96
chr3	103353476	1	1	3	70
chr3	103861647	1	1	3	87
chr3	104368771	1	1	3	105
chr3	104871351	1	1	3	108
chr3	105385990	1	1	3	81
chr3	105895373	1	1	3	93
chr3	106405082	1	1	3	97
chr3	106925712	1	1	3	120
chr3	107438320	1	1	3	92
chr3	107946774	1	1	3	109
chr3	108465119	1	1	3	90
chr3	108985736	1	1	3	105
chr3	109513362	1	1	3	89
chr3	110027217	1	1	3	111
chr3	110542130	1	1	3	104
chr3	111058205	1	1	3	133
chr3	111578102	1	1	3	100
chr3	112097479	1	1	3	77
chr3	112616825	1	1	3	92
chr3	113137194	1	1	3	145
chr3	113648493	1	1	3	95
chr3	114159531	1	1	3	116
chr3	114664966	1	1	3	98
chr3	115177278	1	1	3	113
chr3	115688457	1	1	3	124
chr3	116211149	1	1	3	85
chr3	116723676	1	1	3	104
chr3	117232046	1	1	3	125
chr3	117738750	1	1	3	83
chr3	118249254	1	1	3	85
chr3	118771971	1	1	3	108
chr3	119292241	1	1	3	127
chr3	119798374	1	1	3	106
chr3	120318621	1	1	3	104
chr3	120855346	1	1	3	116
chr3	121382524	1	1	3	90
chr3	121911267	1	1	3	87
chr3	122419874	1	1	3	82
chr3	122932282	1	1	3	118
chr3	123436616	1	1	3	133
chr3	123956059	1	1	3	110
chr3	124461884	1	1	3	133
chr3	124972436	1	1	3	144
chr3	125514905	1	1	3	116
chr3	126089265	1	1	3	117
chr3	126604611	1	1	3	125
chr3	127108636	1	1	3	168
chr3	127615123	1	1	3	102
chr3	128117385	1	1	3	133
chr3	128627438	1	1	3	113
chr3	129151589	1	1	3	105
chr3	129661039	1	1	3	92
chr3	130254704	1	1	3	112
chr3	130772386	1	1	3	108
chr3	131297373	1	1	3	123
chr3	131810861	1	1	3	120
chr3	132339817	1	1	3	97
chr3	132871467	1	1	3	102
chr3	133393087	1	1	3	78
chr3	133910745	1	1	3	108
chr3	134417830	1	1	3	141
chr3	134930738	1	1	3	153
chr3	135464296	1	1	3	168
chr3	135984557	1	1	3	117
chr3	136504057	1	1	3	94
chr3	137032240	1	1	3	113
chr3	137566849	1	1	3	107
chr3	138080867	1	1	3	88
chr3	138595365	1	1	3	91
chr3	139116052	1	1	6	171
chr3	139636344	1	1	6	339
chr3	140139922	1	1	6	255
chr3	140653407	1	1	6	282
chr3	141169506	1	1	6	222
chr3	141683684	1	1	6	171
chr3	142202972	1	1	6	157
chr3	142710653	1	1	3	99
chr3	143220685	1	1	3	128
chr3	143734700	1	1	3	90
chr3	144240118	1	1	3	75
chr3	144750072	1	1	3	107
chr3	145264947	1	1	3	55
chr3	145785104	1	1	3	67
chr3	146302047	1	1	3	110
chr3	146817832	1	1	3	73
chr3	147326689	1	1	3	112
chr3	147832942	1	1	3	68
chr3	148359501	1	1	3	83
chr3	148871232	1	1	3	86
chr3	149376289	1	1	3	102
chr3	149888202	1	1	3	109
chr3	150394706	1	1	3	110
chr3	150905525	1	1	3	109
chr3	151422555	1	1	4	282
chr3	151932460	1	1	4	178
chr3	152441223	1	1	4	115
chr3	152951880	1	1	4	130
chr3	153476159	1	1	4	134
chr3	153999976	1	1	4	175
chr3	154513648	1	1	4	153
chr3	155036712	1	1	4	169
chr3	155560168	1	1	4	148
chr3	156075026	1	1	4	174
chr3	156582665	1	1	4	153
chr3	157098162	1	1	4	139
chr3	157614054	1	1	4	149
chr3	158148282	1	1	4	109
chr3	158666479	1	1	4	137
chr3	159198154	1	1	4	196
chr3	159714882	1	1	4	183
chr3	160225145	1	1	4	150
chr3	160738676	1	1	4	198
chr3	161249241	1	1	4	196
chr3	161759568	1	1	4	189
chr3	162279359	1	1	4	128
chr3	162787751	1	1	4	108
chr3	163314040	1	1	4	127
chr3	163830847	1	1	4	136
chr3	164342427	1	1	4	129
chr3	164854428	1	1	4	126
chr3	165375293	1	1	4	156
chr3	165893956	1	1	3	98
chr3	166411177	1	1	3	73
chr3	166926742	1	1	3	79
chr3	167441402	1	1	3	92
chr3	167952655	1	1	3	102
chr3	168461713	1	1	3	94
chr3	168973137	1	1	3	100
chr3	169490459	1	1	6	204
chr3	169995259	1	1	6	219
chr3	170512074	1	1	6	283
chr3	171034119	1	1	6	269
chr3	171550549	1	1	6	280
chr3	172054937	1	1	6	199
chr3	172565904	1	1	6	243
chr3	173070445	1	1	3	126
chr3	173581226	1	1	3	97
chr3	174089402	1	1	3	96
chr3	174604708	1	1	3	102
chr3	175118704	1	1	3	84
chr3	175636797	1	1	3	72
chr3	176150395	1	1	3	77
chr3	176671293	1	1	3	103
chr3	177182973	1	1	3	117
chr3	177694434	1	1	4	131
chr3	178199425	1	1	4	121
chr3	178718752	1	1	4	188
chr3	179243348	1	1	4	162
chr3	179750299	1	1	4	139
chr3	180275042	1	1	6	172
chr3	180784578	1	1	6	279
chr3	181294731	1	1	6	213
chr3	181804280	1	1	6	154
chr3	182314873	1	1	6	212
chr3	182822836	1	1	6	164
chr3	183336784	1	1	6	224
chr3	183846179	1	1	6	259
chr3	184351697	1	1	6	236
chr3	184858484	1	1	6	254
chr3	185377267	1	1	6	261
chr3	185884421	1	1	6	224
chr3	186391321	1	1	6	285
chr3	186912134	1	1	6	319
chr3	187426827	1	1	6	246
chr3	187939704	1	1	6	288
chr3	188450783	1	1	6	200
chr3	188965279	1	1	6	275
chr3	189474590	1	1	6	259
chr3	189982499	1	1	6	270
chr3	190489197	1	1	6	218
chr3	191003449	1	1	6	203
chr3	191515425	1	1	6	181
chr3	192029627	1	1	6	212
chr3	192539231	1	1	6	181
chr3	193055771	1	1	6	251
chr3	193563843	1	1	6	190
chr3	194072912	1	1	6	244
chr3	194580831	1	1	6	183
chr3	195094215	1	1	6	227
chr3	195731543	1	1	6	217
chr3	196249143	1	1	6	156
chr3	196763010	1	1	6	194
chr3	197274474	1	1	6	217
chr3	197900000	1	1.05643	6	166.598831
chr4	548227	1	1	2	121
chr4	1063605	1	1	2	94
chr4	1634792	1	1	2	95
chr4	2144684	1	1	2	62
chr4	2653350	1	1	2	70
chr4	3160731	1	1	2	90
chr4	3685451	1	1	2	100
chr4	4303931	1	1	2	57
chr4	4808037	1	1	2	67
chr4	5326132	1	1	2	79
chr4	5860458	1	1	2	93
chr4	6364390	1	1	2	87
chr4	6872144	1	1	2	74
chr4	7380055	1	1	2	70
chr4	7885931	1	1	2	114
chr4	8389979	1	1	2	112
chr4	9200000	1	1.351058	2	95.480728
chr4	10009043	1	1	2	86
chr4	10514164	1	1	2	73
chr4	11029656	1	1	2	77
chr4	11567112	1	1	2	66
chr4	12083831	1	1	2	57
chr4	12606917	1	1	2	53
chr4	13121172	1	1	2	79
chr4	13631179	1	1	2	90
chr4	14149883	1	1	2	52
chr4	14674350	1	1	2	59
chr4	15194274	1	1	2	80
chr4	15704585	1	1	2	56
chr4	16216196	1	1	2	85
chr4	16734534	1	1	2	70
chr4	17247243	1	1	2	91
chr4	17758269	1	1	2	114
chr4	18274182	1	1	2	76
chr4	18787545	1	1	2	95
chr4	19297746	1	1	2	76
chr4	19813506	1	1	2	76
chr4	20325444	1	1	2	60
chr4	20838278	1	1	2	79
chr4	21358310	1	1	2	92
chr4	21868811	1	1	2	71
chr4	22389859	1	1	2	71
chr4	22901630	1	1	2	73
chr4	23405002	1	1	2	71
chr4	23923639	1	1	2	77
chr4	24429676	1	1	2	68
chr4	24935775	1	1	2	82
chr4	25446823	1	1	2	89
chr4	25950270	1	1	2	78
chr4	26457881	1	1	2	69
chr4	26981471	1	1	2	82
chr4	27500205	1	1	2	58
chr4	28004246	1	1	2	86
chr4	28510686	1	1	2	76
chr4	29016312	1	1	2	86
chr4	29521135	1	1	2	58
chr4	30031362	1	1	2	60
chr4	30536930	1	1	2	61
chr4	31040788	1	1	2	51
chr4	31545402	1	1	2	54
chr4	32065954	1	1	2	49
chr4	32575465	1	1	2	50
chr4	33086266	1	1	2	72
chr4	33591000	1	1	2	60
chr4	34099104	1	1	2	55
chr4	34604829	1	1	2	71
chr4	35112070	1	1	2	62
chr4	35619579	1	1	2	72
chr4	36130345	1	1	2	69
chr4	36638858	1	1	2	63
chr4	37152081	1	1	2	73
chr4	37664163	1	1	2	89
chr4	38173806	1	1	2	83
chr4	38687331	1	1	2	79
chr4	39196177	1	1	2	57
chr4	39710283	1	1	2	44
chr4	40219576	1	1	2	44
chr4	40726403	1	1	2	58
chr4	41235382	1	1	2	96
chr4	41747156	1	1	2	76
chr4	42254795	1	1	2	76
chr4	42764647	1	1	2	80
chr4	43278400	1	1	2	71
chr4	43798655	1	1	2	39
chr4	44317135	1	1	2	70
chr4	44827042	1	1	2	62
chr4	45341200	1	1	2	65
chr4	45857754	1	1	2	77
chr4	46370062	1	1	2	56
chr4	46890301	1	1	2	79
chr4	47402767	1	1	2	72
chr4	47908027	1	1	2	44
chr4	48428977	1	1	2	90
chr4	49200000	1	1.365742	5	216.73201
chr4	53229223	1	1	5	187
chr4	53769498	1	1	5	214
chr4	54310742	1	1	5	206
chr4	54841993	1	1	5	201
chr4	55357701	1	1	5	166
chr4	55869622	1	1	5	205
chr4	56387345	1	1	5	196
chr4	56906885	1	1	5	169
chr4	57423642	1	1	5	173
chr4	57934951	1	1	5	175
chr4	58460573	1	1	5	190
chr4	58992846	1	1	5	185
chr4	59508137	1	1	5	164
chr4	60082955	1	1	5	116
chr4	60603638	1	1	5	153
chr4	61115519	1	1	5	152
chr4	61631332	1	1	5	171
chr4	62150191	1	1	5	155
chr4	62672479	1	1	5	137
chr4	63186846	1	1	5	144
chr4	63706090	1	1	5	165
chr4	64228989	1	1	5	160
chr4	64745006	1	1	5	138
chr4	65258969	1	1	5	149
chr4	65780223	1	1	5	156
chr4	66306518	1	1	5	136
chr4	66820469	1	1	5	132
chr4	67339829	1	1	5	152
chr4	67853932	1	1	5	157
chr4	68379567	1	1	5	172
chr4	68892618	1	1	5	152
chr4	69424171	1	1	5	172
chr4	69956029	1	1	5	141
chr4	70523174	1	1	5	129
chr4	71046273	1	1	5	149
chr4	71570037	1	1	5	179
chr4	72101165	1	1	5	173
chr4	72613298	1	1	5	166
chr4	73136709	1	1	5	139
chr4	73662655	1	1	5	183
chr4	74176231	1	1	5	187
chr4	74692918	1	1	5	162
chr4	75400000	1	1.30265	5	171.189499
chr4	76014451	1	1	5	171
chr4	76559506	1	1	5	234
chr4	77068413	1	1	5	179
chr4	77575755	1	1	5	211
chr4	78083972	1	1	5	189
chr4	78606581	1	1	5	195
chr4	79131212	1	1	5	194
chr4	79654197	1	1	5	222
chr4	80170265	1	1	5	202
chr4	80686751	1	1	5	163
chr4	81205298	1	1	5	152
chr4	81719924	1	1	5	166
chr4	82241161	1	1	5	179
chr4	82750958	1	1	5	189
chr4	83281423	1	1	5	217
chr4	83788310	1	1	5	159
chr4	84302341	1	1	5	172
chr4	84809872	1	1	5	172
chr4	85337255	1	1	5	189
chr4	85846883	1	1	5	171
chr4	86364591	1	1	5	178
chr4	86882833	1	1	5	151
chr4	87410937	1	1	5	191
chr4	87932458	1	1	5	165
chr4	88444820	1	1	5	167
chr4	88970970	1	1	6	229
chr4	89481712	1	1	6	274
chr4	89994111	1	1	6	202
chr4	90506453	1	1	6	195
chr4	91015198	1	1	6	158
chr4	91539711	1	1	6	170
chr4	92057691	1	1	6	150
chr4	92588853	1	1	6	144
chr4	93113160	1	1	6	178
chr4	93628666	1	1	6	145
chr4	94140686	1	1	6	170
chr4	94671431	1	1	6	150
chr4	95189986	1	1	6	228
chr4	95704899	1	1	6	196
chr4	96226589	1	1	6	182
chr4	96742916	1	1	6	172
chr4	97252565	1	1	6	162
chr4	97771239	1	1	6	200
chr4	98289708	1	1	6	198
chr4	98822495	1	1	6	187
chr4	99345126	1	1	6	212
chr4	99863364	1	1	6	255
chr4	100386642	1	1	6	199
chr4	100900873	1	1	6	174
chr4	101417992	1	1	6	223
chr4	101929317	1	1	6	197
chr4	102442143	1	1	6	185
chr4	102953405	1	1	6	206
chr4	103475500	1	1	6	214
chr4	104012131	1	1	6	216
chr4	104544825	1	1	6	178
chr4	105073239	1	1	6	151
chr4	105588254	1	1	6	159
chr4	106112720	1	1	6	198
chr4	106627742	1	1	6	228
chr4	107155137	1	1	6	232
chr4	107685140	1	1	6	196
chr4	108203778	1	1	6	200
chr4	108717023	1	1	6	216
chr4	109226474	1	1	6	235
chr4	109739359	1	1	6	179
chr4	110248104	1	1	6	189
chr4	110764775	1	1	6	220
chr4	111282293	1	1	6	199
chr4	111813965	1	1	6	206
chr4	112344396	1	1	6	160
chr4	112862241	1	1	6	138
chr4	113380494	1	1	6	195
chr4	113897796	1	1	6	187
chr4	114406724	1	1	6	184
chr4	114922109	1	1	6	189
chr4	115432942	1	1	6	191
chr4	115940289	1	1	6	193
chr4	116450662	1	1	6	174
chr4	116962518	1	1	6	159
chr4	117477227	1	1	6	161
chr4	117988999	1	1	6	145
chr4	118500117	1	1	6	194
chr4	119023386	1	1	6	238
chr4	119500000	1	0.752064	6	190.143402
chr4	120116483	1	1	6	147
chr4	120706021	1	1	6	216
chr4	121228408	1	1	4	126
chr4	121749102	1	1	4	113
chr4	122255521	1	1	4	126
chr4	122766562	1	1	4	158
chr4	123278404	1	1	4	148
chr4	123801615	1	1	4	129
chr4	124322391	1	1	4	130
chr4	124835036	1	1	4	136
chr4	125359542	1	1	4	149
chr4	125866618	1	1	4	121
chr4	126373090	1	1	4	106
chr4	126885931	1	1	4	109
chr4	127397914	1	1	4	121
chr4	127917745	1	1	4	103
chr4	128444880	1	1	4	143
chr4	128974883	1	1	4	111
chr4	129491808	1	1	4	159
chr4	130009520	1	1	4	142
chr4	130522053	1	1	4	129
chr4	131049205	1	1	4	120
chr4	131553978	1	1	4	120
chr4	132067490	1	1	4	97
chr4	132583730	1	1	4	130
chr4	133239045	1	1	4	108
chr4	133753958	1	1	4	118
chr4	134266180	1	1	4	120
chr4	134778950	1	1	4	111
chr4	135289626	1	1	4	108
chr4	135803601	1	1	4	107
chr4	136326099	1	1	4	105
chr4	136837575	1	1	4	91
chr4	137349394	1	1	4	111
chr4	137851337	1	1	4	114
chr4	138354428	1	1	4	92
chr4	138874273	1	1	4	128
chr4	139378881	1	1	4	105
chr4	139899709	1	1	4	162
chr4	140411458	1	1	4	94
chr4	140917571	1	1	4	148
chr4	141434377	1	1	4	143
chr4	141955342	1	1	4	157
chr4	142479651	1	1	4	136
chr4	142995158	1	1	4	135
chr4	143507138	1	1	4	138
chr4	144031660	1	1	4	171
chr4	144548113	1	1	4	153
chr4	145192720	1	1	4	114
chr4	145708948	1	1	4	141
chr4	146231570	1	1	4	182
chr4	146753655	1	1	4	148
chr4	147267247	1	1	4	152
chr4	147797974	1	1	4	163
chr4	148307809	1	1	4	140
chr4	148824451	1	1	4	158
chr4	149339263	1	1	4	147
chr4	149850606	1	1	4	149
chr4	150367924	1	1	4	147
chr4	150894789	1	1	4	175
chr4	151400756	1	1	4	141
chr4	151914107	1	1	4	167
chr4	152424584	1	1	4	121
chr4	152937259	1	1	4	152
chr4	153440842	1	1	4	193
chr4	153953422	1	1	4	134
chr4	154458693	1	1	4	173
chr4	154968168	1	1	4	134
chr4	155478881	1	1	4	109
chr4	155991865	1	1	4	148
chr4	156500977	1	1	4	123
chr4	157007327	1	1	4	104
chr4	157523905	1	1	4	133
chr4	158029592	1	1	4	128
chr4	158544980	1	1	4	104
chr4	159066996	1	1	4	118
chr4	159592549	1	1	4	119
chr4	160107042	1	1	4	124
chr4	160618495	1	1	4	141
chr4	161148268	1	1	4	175
chr4	161669096	1	1	4	97
chr4	162181898	1	1	4	92
chr4	162692758	1	1	4	111
chr4	163200118	1	1	4	104
chr4	163708718	1	1	4	145
chr4	164224982	1	1	4	148
chr4	164742973	1	1	4	113
chr4	165271462	1	1	4	126
chr4	165803701	1	1	4	155
chr4	166347476	1	1	4	130
chr4	166853368	1	1	4	160
chr4	167366496	1	1	4	106
chr4	167903883	1	1	4	106
chr4	168428908	1	1	4	109
chr4	168944390	1	1	4	114
chr4	169455563	1	1	4	109
chr4	169961813	1	1	4	162
chr4	170480150	1	1	4	147
chr4	170994200	1	1	4	124
chr4	171529789	1	1	4	172
chr4	172043889	1	1	4	137
chr4	172549645	1	1	4	139
chr4	173059197	1	1	4	109
chr4	173567868	1	1	4	127
chr4	174076280	1	1	4	170
chr4	174587208	1	1	4	129
chr4	175098355	1	1	4	120
chr4	175606860	1	1	4	139
chr4	176123543	1	1	4	130
chr4	176638462	1	1	4	109
chr4	177144024	1	1	4	141
chr4	177655464	1	1	4	107
chr4	178162005	1	1	4	133
chr4	178668036	1	1	4	115
chr4	179187185	1	1	4	145
chr4	179693937	1	1	4	125
chr4	180207014	1	1	4	120
chr4	180720980	1	1	4	116
chr4	181228549	1	1	4	106
chr4	181733731	1	1	4	83
chr4	182245681	1	1	4	131
chr4	182760177	1	1	4	136
chr4	183267541	1	1	4	154
chr4	183784846	1	1	4	104
chr4	184297976	1	1	4	155
chr4	184810096	1	1	4	122
chr4	185319899	1	1	4	180
chr4	185829170	1	1	4	166
chr4	186339022	1	1	4	144
chr4	186844037	1	1	4	146
chr4	187368562	1	1	4	186
chr4	187878284	1	1	4	172
chr4	188400612	1	1	4	176
chr4	188919191	1	1	4	123
chr4	189437127	1	1	4	127
chr4	189951441	1	1	4	115
chr4	190479043	1	1	6	175
chr4	191000000	1	0.892978	6	268.763611
chr5	561810	1	1	5	190
chr5	1166625	1	1	5	216
chr5	1699103	1	1	5	249
chr5	2213767	1	1	5	218
chr5	2718080	1	1	5	265
chr5	3221083	1	1	5	173
chr5	3734834	1	1	5	204
chr5	4239018	1	1	5	209
chr5	4754067	1	1	5	223
chr5	5262548	1	1	5	215
chr5	5770066	1	1	5	216
chr5	6272070	1	1	5	223
chr5	6776941	1	1	5	232
chr5	7325359	1	1	5	232
chr5	7832287	1	1	5	207
chr5	8349206	1	1	5	218
chr5	8862540	1	1	5	203
chr5	9375855	1	1	5	230
chr5	9883837	1	1	5	243
chr5	10396975	1	1	5	225
chr5	10902195	1	1	5	225
chr5	11408085	1	1	5	161
chr5	11912074	1	1	5	187
chr5	12418884	1	1	5	186
chr5	12930791	1	1	5	187
chr5	13443115	1	1	5	185
chr5	13949557	1	1	5	216
chr5	14453608	1	1	5	208
chr5	14960762	1	1	5	106
chr5	15480631	1	1	5	85
chr5	15992090	1	1	5	184
chr5	16505819	1	1	5	222
chr5	17021155	1	1	5	169
chr5	17500000	1	0.941452	5	191.194016
chr5	18117373	1	1	5	173
chr5	18633664	1	1	5	175
chr5	19143182	1	1	5	123
chr5	19656891	1	1	5	173
chr5	20164490	1	1	5	166
chr5	20700000	1	1.044806	5	194.294449
chr5	21458327	1	1	5	174
chr5	22047606	1	1	5	143
chr5	22603495	1	1	5	156
chr5	23110448	1	1	5	153
chr5	23615562	1	1	5	142
chr5	24124411	1	1	5	157
chr5	24633161	1	1	5	138
chr5	25150521	1	1	5	167
chr5	25668195	1	1	5	144
chr5	26175248	1	1	5	149
chr5	26688339	1	1	5	148
chr5	27193620	1	1	5	162
chr5	27702922	1	1	5	123
chr5	28217133	1	1	5	191
chr5	28726573	1	1	5	193
chr5	29253188	1	1	5	131
chr5	29772622	1	1	5	149
chr5	30280125	1	1	5	150
chr5	30799597	1	1	5	148
chr5	31312178	1	1	5	152
chr5	31817596	1	1	5	210
chr5	32326543	1	1	5	183
chr5	32843922	1	1	5	172
chr5	33367862	1	1	5	192
chr5	34100000	1	1.394894	5	173.489883
chr5	34866995	1	1	5	211
chr5	35382851	1	1	5	188
chr5	35902551	1	1	5	200
chr5	36417432	1	1	5	201
chr5	36928470	1	1	5	217
chr5	37441917	1	1	5	126
chr5	37972354	1	1	5	214
chr5	38481759	1	1	5	225
chr5	38990566	1	1	5	193
chr5	39506102	1	1	5	170
chr5	40022044	1	1	5	166
chr5	40531167	1	1	5	204
chr5	41053559	1	1	5	173
chr5	41579554	1	1	5	200
chr5	42099821	1	1	5	188
chr5	42616634	1	1	5	168
chr5	43148515	1	1	5	168
chr5	43677688	1	1	5	235
chr5	44213731	1	1	5	234
chr5	44732233	1	1	5	144
chr5	45244546	1	1	5	179
chr5	45778790	1	1	5	144
chr5	46400000	1	1.167958	5	161.820877
chr5	50012564	1	1	3	123
chr5	50519837	1	1	3	109
chr5	51047422	1	1	3	86
chr5	51570960	1	1	3	91
chr5	52091905	1	1	3	108
chr5	52611639	1	1	3	124
chr5	53130579	1	1	3	133
chr5	53641340	1	1	3	157
chr5	54158211	1	1	3	160
chr5	54671355	1	1	3	119
chr5	55186828	1	1	3	103
chr5	55702218	1	1	3	111
chr5	56209847	1	1	3	105
chr5	56722987	1	1	3	104
chr5	57238768	1	1	3	138
chr5	57767027	1	1	3	98
chr5	58286718	1	1	3	94
chr5	58799945	1	1	3	120
chr5	59305931	1	1	3	78
chr5	59828001	1	1	3	123
chr5	60357535	1	1	3	93
chr5	60870996	1	1	3	98
chr5	61376824	1	1	3	155
chr5	61902281	1	1	3	121
chr5	62438164	1	1	3	128
chr5	62962187	1	1	3	100
chr5	63485309	1	1	3	103
chr5	64013315	1	1	3	104
chr5	64526381	1	1	3	115
chr5	65040327	1	1	3	100
chr5	65561290	1	1	3	121
