CHR	END	sim20	Raw
chr7	38795832	2	107
chr7	39830061	2	94
chr7	40877028	2	65
chr7	41891337	2	91
chr7	42915977	2	119
chr7	43944011	2	94
chr7	45011075	2	101
chr7	46106030	2	122
chr7	47125851	2	116
chr7	48146494	2	105
chr7	49199932	2	93
chr7	50229460	2	117
chr7	51294575	2	103
chr7	52354264	2	110
chr7	53384001	2	117
chr7	54434297	2	107
chr7	55460314	2	109
chr7	56606482	2	192
chr7	62983266	2	116
chr7	64262514	2	104
chr7	65639066	2	118
chr7	66807754	2	95
chr7	67821348	2	120
chr7	68835388	2	102
chr7	69851956	2	108
chr7	70865470	2	107
chr7	71883485	2	98
chr7	73330266	2	94
chr7	75233624	2	113
chr7	76562104	2	99
chr7	77743068	2	85
chr7	78771453	3	171
chr7	79798405	3	168
chr7	80821044	3	148
chr7	81838321	3	140
chr7	82865305	3	163
chr7	83910780	3	169
chr7	84941619	3	166
chr7	85976210	3	150
chr7	87020934	3	158
chr7	88058965	3	169
chr7	89098796	3	164
chr7	90166885	3	169
chr7	91227219	3	156
chr7	92267311	3	159
chr7	93308796	3	154
chr7	94330994	3	164
chr7	95359492	3	147
chr7	96394973	3	164
chr7	97452009	3	176
chr7	98519076	3	158
chr7	99553995	3	165
chr7	100683210	4	183
chr7	101740238	4	175
chr7	103123510	4	216
chr7	104166756	4	230
chr7	105212587	4	195
chr7	106242565	4	186
chr7	107273354	4	190
chr7	108299262	4	222
chr7	109337050	4	184
chr7	110390989	4	201
chr7	111429586	4	208
chr7	112455673	4	208
chr7	113524510	4	199
chr7	114543766	4	203
chr7	115571251	4	207
chr7	116606748	4	195
chr7	117625850	4	224
chr7	118646949	4	219
chr7	119685413	4	195
chr7	120705520	4	217
chr7	121734110	4	213
chr7	122773739	4	226
chr7	123812355	4	228
chr7	124843635	4	208
chr7	125869628	4	224
chr7	126911443	4	218
chr7	127931884	4	222
chr7	129023794	4	218
chr7	130042466	4	217
chr7	131167032	4	212
chr7	132182142	4	216
chr7	133205303	4	229
chr7	134225177	4	198
chr7	135245371	4	208
chr7	136270598	5	248
chr7	137317181	5	307
chr7	138339996	5	339
chr7	139365357	5	278
chr7	140418306	5	240
chr7	141448912	3	162
chr7	142591027	3	152
chr7	144111713	3	177
chr7	145146417	3	150
chr7	146189353	3	126
chr7	147221457	3	161
chr7	148254324	3	163
chr7	149283588	3	159
chr7	150551039	3	168
chr7	151561953	3	163
chr7	152664578	3	181
chr7	153871675	3	191
chr7	154988477	3	182
chr7	156007292	3	154
chr7	157034448	2	95
chr7	158077639	2	108
chr7	159138663	2	109
chr8	1248338	2	95
chr8	2336310	2	103
chr8	3366229	2	120
chr8	4379486	2	130
chr8	5400990	2	167
chr8	6425795	2	115
chr8	8475673	2	87
chr8	9495429	2	105
chr8	10519491	2	124
chr8	11539250	2	106
chr8	13073615	2	107
chr8	14092457	2	136
chr8	15118232	2	113
chr8	16145883	1	55
chr8	17176625	1	0
chr8	18186733	1	32
chr8	19203502	1	53
chr8	20221301	1	51
chr8	21235881	1	64
chr8	22251757	1	47
chr8	23271818	1	45
chr8	24290809	1	54
chr8	25320285	1	47
chr8	26347796	1	59
chr8	27371426	1	54
chr8	28386201	1	56
chr8	29412458	1	59
chr8	30427326	1	44
chr8	31459034	1	50
chr8	32482695	1	46
chr8	33503995	1	57
chr8	34540722	2	110
chr8	35568200	2	121
chr8	36604546	2	98
chr8	37618782	2	111
chr8	38634790	2	100
chr8	39659007	2	97
chr8	40694133	2	119
chr8	41716116	2	98
chr8	42736000	2	197
chr8	47924643	2	86
chr8	48999821	2	90
chr8	50047717	2	111
chr8	51087800	2	105
chr8	52129505	2	93
chr8	53166854	2	95
chr8	54192936	2	113
chr8	55244549	2	108
chr8	56281449	2	108
chr8	57335329	2	108
chr8	58380488	2	112
chr8	59415415	2	98
chr8	60457810	2	126
chr8	61500462	2	100
chr8	62541194	2	75
chr8	63577448	1	54
chr8	64618345	1	72
chr8	65665568	1	45
chr8	66706070	1	47
chr8	67736925	1	49
chr8	68778675	1	60
chr8	69823497	1	66
chr8	70877671	1	50
chr8	71925628	1	58
chr8	72967758	1	56
chr8	74015989	1	57
chr8	75046668	1	53
chr8	76098187	1	51
chr8	77143981	1	14
chr8	78183878	1	0
chr8	79217182	1	15
chr8	80255846	1	57
chr8	81293104	1	62
chr8	82331890	1	45
chr8	83368797	1	45
chr8	84405410	1	60
chr8	85456241	1	61
chr8	86503572	1	55
chr8	87814693	1	46
chr8	88880179	1	66
chr8	89929661	2	105
chr8	90993330	2	101
chr8	92029623	2	102
chr8	93094239	2	110
chr8	94126469	2	111
chr8	95168542	2	97
chr8	96193076	2	195
chr8	97247291	2	174
chr8	98282913	2	111
chr8	99328312	2	98
chr8	100392413	2	119
chr8	101444709	2	106
chr8	102474098	2	113
chr8	103520057	2	88
chr8	104541470	2	111
chr8	105587631	2	111
chr8	106616826	2	110
chr8	107652076	2	117
chr8	108681486	2	98
chr8	109732352	2	104
chr8	110762595	2	118
chr8	111798907	2	98
chr8	112830803	2	114
chr8	113863658	2	130
chr8	114896678	2	93
chr8	115960593	2	110
chr8	116992031	2	99
chr8	118019947	2	123
chr8	119050442	2	96
chr8	120084351	2	114
chr8	121138226	2	137
chr8	122186111	2	101
chr8	123219378	2	92
chr8	124250572	2	121
chr8	125274965	2	110
chr8	126300053	2	91
chr8	127337698	2	98
chr8	128383250	2	104
chr8	129414031	2	98
chr8	130475689	2	106
chr8	131500159	2	105
chr8	132539123	2	105
chr8	133581385	2	99
chr8	134603787	2	108
chr8	135638108	2	100
chr8	136667589	2	96
chr8	137712286	2	120
chr8	138748684	2	101
chr8	139797421	2	117
chr8	140817746	2	121
chr8	141845154	2	108
chr8	142949391	2	96
chr8	143991663	2	111
chr8	145024344	2	103
chr8	146364022	2	119
chr9	1183283	2	99
chr9	2230092	2	91
chr9	3252103	2	104
chr9	4276384	2	108
chr9	5322416	2	133
chr9	6375724	2	117
chr9	7402492	2	93
chr9	8433742	2	85
chr9	9449863	2	88
chr9	10478495	2	100
chr9	11510273	2	107
chr9	12547159	2	117
chr9	13573716	2	108
chr9	14591723	2	124
chr9	15638694	2	96
chr9	16672882	2	100
chr9	17709019	2	104
chr9	18749143	2	114
chr9	19784689	2	104
chr9	20825116	2	113
chr9	21870831	2	109
chr9	22920606	2	107
chr9	23944602	2	93
chr9	24991103	2	110
chr9	26021206	2	114
chr9	27050377	2	112
chr9	28074065	2	120
chr9	29121792	2	106
chr9	30147200	2	101
chr9	31188870	2	112
chr9	32246454	2	116
chr9	33279808	2	97
chr9	34362325	2	100
chr9	35410639	2	97
chr9	36426922	2	105
chr9	37446063	2	100
chr9	38461148	2	210
chr9	71441008	2	105
chr9	72484677	2	122
chr9	73540920	2	108
chr9	74557580	2	115
chr9	75579670	2	103
chr9	76592879	2	121
chr9	77615542	2	90
chr9	78646371	2	115
chr9	79670510	2	121
chr9	80700863	2	101
chr9	81734237	2	106
chr9	82770217	3	133
chr9	83809726	3	192
chr9	84867683	3	171
chr9	85906923	3	162
chr9	86962356	3	143
chr9	87982699	3	175
chr9	89059322	3	153
chr9	90084498	3	166
chr9	91156861	3	162
chr9	92177015	2	105
chr9	93458017	2	117
chr9	94484592	2	113
chr9	95526196	2	29
chr9	96556800	0	0
chr9	97683139	0	0
chr9	98700632	0	0
chr9	99810484	0	0
chr9	100863870	0	0
chr9	101880240	0	0
chr9	102902414	0	0
chr9	103951819	0	0
chr9	104988269	0	0
chr9	106017952	0	0
chr9	107056477	0	0
chr9	108072598	0	0
chr9	109128897	0	0
chr9	110152079	0	0
chr9	111167373	0	0
chr9	112187891	0	3
chr9	113222916	2	56
chr9	114249036	2	84
chr9	115263347	2	109
chr9	116329413	2	100
chr9	117341542	2	118
chr9	118360689	2	126
chr9	119386858	2	118
chr9	120401286	2	121
chr9	121418093	2	97
chr9	122446115	2	113
chr9	123471064	2	109
chr9	124488146	2	108
chr9	125518271	2	108
chr9	126535777	2	94
chr9	127552984	2	128
chr9	128577370	2	119
chr9	129587025	2	106
chr9	130601771	2	124
chr9	131621417	2	110
chr9	132633511	2	99
chr9	133797273	2	125
chr9	134814634	2	93
chr9	135827276	2	101
chr9	136852666	2	117
chr9	137927936	2	110
chr9	138963550	2	111
chr9	140029248	2	88
chr9	141213431	2	114
chr10	1149034	3	113
chr10	2192465	3	135
chr10	3212859	3	184
chr10	4230285	3	149
chr10	5301918	3	156
chr10	6320975	3	171
chr10	7381095	3	154
chr10	8397958	3	161
chr10	9417347	3	151
chr10	10453293	3	149
chr10	11481095	3	167
chr10	12511968	2	115
chr10	13544227	2	98
chr10	14559403	2	83
chr10	15593326	2	118
chr10	16628347	2	103
chr10	17650921	2	99
chr10	19099946	2	104
chr10	20143519	2	95
chr10	21194447	2	120
chr10	22224846	2	116
chr10	23267198	2	110
chr10	24308528	2	98
chr10	25338505	2	114
chr10	26390696	2	116
chr10	27423909	2	123
chr10	28468984	2	125
chr10	29487787	2	123
chr10	30520579	2	108
chr10	31563606	2	113
chr10	32614016	2	113
chr10	33670424	2	91
chr10	34695550	2	125
chr10	35715814	2	105
chr10	36758101	2	91
chr10	37838694	3	250
chr10	43591725	3	168
chr10	44628987	3	191
chr10	45679537	3	169
chr10	48394290	3	132
chr10	50092569	3	158
chr10	51512967	3	166
chr10	52946853	3	156
chr10	53982959	3	161
chr10	55021861	3	162
chr10	56068670	3	157
chr10	57101120	3	156
chr10	58143005	3	134
chr10	59180370	3	155
chr10	60216650	3	163
chr10	61259711	3	160
chr10	62284809	3	155
chr10	63312441	3	144
chr10	64331315	3	140
chr10	65366855	3	150
chr10	66408171	3	170
chr10	67444359	3	169
chr10	68475623	3	173
chr10	69540213	3	156
chr10	70561980	3	148
chr10	71582412	3	163
chr10	72607896	3	146
chr10	73620678	3	144
chr10	74649994	3	181
chr10	75719062	3	174
chr10	76746532	3	202
chr10	77772382	3	145
chr10	78817475	3	163
chr10	79839684	3	166
chr10	80864072	3	177
chr10	82123509	3	182
chr10	83162839	3	141
chr10	84202295	3	138
chr10	85229972	3	168
chr10	86269828	3	146
chr10	87325148	3	136
chr10	88357455	3	159
chr10	89679840	3	157
chr10	90702761	3	151
chr10	91730322	3	181
chr10	92779151	3	166
chr10	93840785	3	166
chr10	94870190	3	158
chr10	95895933	3	180
chr10	96978011	3	149
chr10	98006451	3	170
chr10	99027462	3	163
chr10	100060953	3	179
chr10	101122082	3	160
chr10	102172190	3	147
chr10	103195758	3	165
chr10	104219218	3	166
chr10	105245600	3	184
chr10	106261913	3	152
chr10	107302702	3	145
chr10	108340250	2	102
chr10	109367532	2	100
chr10	110402009	2	94
chr10	111457128	2	113
chr10	112491068	2	114
chr10	113525192	2	116
chr10	114568776	2	121
chr10	115586580	2	96
chr10	116604265	2	119
chr10	117647653	2	130
chr10	118668920	2	112
chr10	119696080	2	126
chr10	120717477	2	131
chr10	121741957	2	105
chr10	122786821	2	115
chr10	123805833	2	96
chr10	124860708	2	86
chr10	125925620	2	116
chr10	126946766	2	103
chr10	127980302	2	94
chr10	129161614	2	87
chr10	130184896	2	110
chr10	131199111	2	93
chr10	132228430	2	115
chr10	133252356	2	100
chr10	134387213	2	109
chr10	135534747	2	102
chr11	1281864	2	97
chr11	2326003	2	116
chr11	3452120	2	88
chr11	4686606	2	117
chr11	5751861	2	101
chr11	6805552	2	114
chr11	7874363	2	111
chr11	8929838	2	106
chr11	9970367	2	123
chr11	11013619	2	107
chr11	12042977	2	118
chr11	13070469	2	110
chr11	14131443	2	89
chr11	15203794	2	102
chr11	16230370	2	108
chr11	17282341	2	111
chr11	18322178	2	97
chr11	19368423	2	128
chr11	20399729	2	95
chr11	21440642	2	121
chr11	22491644	2	105
chr11	23560366	2	110
chr11	24606850	2	107
chr11	25670543	2	98
chr11	26718135	2	143
chr11	27768936	3	155
chr11	28824868	3	175
chr11	29878923	3	171
chr11	30918914	4	198
chr11	31968708	4	215
chr11	33015189	4	212
chr11	34051595	4	218
chr11	35089319	4	228
chr11	36126226	4	204
chr11	37172560	4	213
chr11	38212688	4	221
chr11	39252876	4	228
chr11	40313617	4	220
chr11	41353758	3	159
chr11	42389890	3	165
chr11	43463922	3	187
chr11	44497728	3	159
chr11	45527000	3	167
chr11	46556004	2	136
chr11	47593555	2	117
chr11	48694722	2	107
chr11	50034164	2	216
chr11	55890829	2	108
chr11	56951154	2	107
chr11	57993202	2	104
chr11	59053315	2	120
chr11	60099536	2	113
chr11	61196819	2	114
chr11	62235923	2	101
chr11	63322154	2	104
chr11	64350354	2	111
chr11	65377089	2	106
chr11	66411461	2	99
chr11	67444765	2	123
chr11	68593073	2	117
chr11	69664618	2	107
chr11	70738461	2	110
chr11	71907465	2	100
chr11	72937170	2	104
chr11	73970321	2	118
chr11	75021949	2	98
chr11	76053824	2	111
chr11	77098317	2	101
chr11	78151016	2	122
chr11	79177407	2	123
chr11	80207836	2	101
chr11	81232560	2	121
chr11	82280554	2	104
chr11	83321820	2	100
chr11	84356315	2	101
chr11	85402889	2	121
chr11	86448320	2	111
chr11	87517254	2	98
chr11	88625453	2	106
chr11	90139847	2	114
chr11	91188294	2	96
chr11	92230942	2	103
chr11	93283186	2	95
chr11	94347295	2	127
chr11	95392907	2	118
chr11	96579822	4	204
chr11	97624327	4	233
chr11	98664658	4	220
chr11	99703646	4	195
chr11	100762094	4	200
chr11	101814873	4	235
chr11	102856720	4	201
chr11	103899759	4	129
chr11	104931797	4	180
chr11	105958527	4	209
chr11	106994375	4	224
chr11	108032031	4	209
chr11	109091167	2	104
chr11	110136340	2	100
chr11	111173249	2	114
chr11	112202333	2	112
chr11	113229184	2	90
chr11	114258532	2	99
chr11	115299314	2	112
chr11	116327281	2	118
chr11	117366098	2	118
chr11	118390500	2	106
chr11	119425275	2	110
chr11	120444082	2	107
chr11	121470760	2	101
chr11	122513129	2	104
chr11	123538724	2	99
chr11	124581056	2	96
chr11	125616791	2	98
chr11	126648866	2	103
chr11	127681298	2	97
chr11	128711713	2	101
chr11	129759660	2	98
chr11	130792750	2	119
chr11	131829341	2	99
chr11	132860124	2	119
chr11	133896008	2	105
chr11	135006516	2	99
chr12	1189813	2	99
chr12	2220083	2	108
chr12	3252079	2	100
chr12	4286863	2	120
chr12	5320474	2	110
chr12	6359572	1	62
chr12	7442078	1	59
chr12	8620020	1	56
chr12	9794928	1	58
chr12	10849290	1	59
chr12	11916813	1	41
chr12	12952824	1	60
chr12	13981468	1	54
chr12	15010490	1	51
chr12	16031271	1	45
chr12	17058165	2	100
chr12	18117722	2	131
chr12	19150691	2	103
chr12	20178374	2	109
chr12	21213820	2	102
chr12	22271636	2	119
chr12	23328924	2	105
chr12	24354103	2	101
chr12	25375581	2	117
chr12	26413463	2	106
chr12	27455751	2	97
chr12	28488413	2	112
chr12	29529843	2	88
chr12	30579291	2	94
chr12	31692567	2	102
chr12	32730697	2	120
chr12	33778280	2	223
chr12	38946086	2	121
chr12	39993766	2	111
chr12	41029020	2	104
chr12	42056640	2	107
chr12	43104617	2	99
chr12	44136242	2	136
chr12	45175027	3	172
chr12	46207905	3	158
chr12	47240582	3	177
chr12	48274170	3	169
chr12	49317279	3	168
chr12	50336722	3	164
chr12	51355341	3	155
chr12	52387155	3	152
chr12	53410471	3	179
chr12	54428360	3	155
chr12	55488610	3	165
chr12	56563654	3	149
chr12	57599741	3	148
chr12	58636277	3	163
chr12	59672599	3	170
chr12	60704282	3	149
chr12	61754306	3	164
chr12	62785240	3	160
chr12	63808254	3	153
chr12	64931176	3	170
chr12	65956551	3	157
chr12	66988624	3	168
chr12	68002468	3	161
chr12	69030511	3	164
chr12	70051291	3	152
chr12	71100368	3	141
chr12	72128494	3	159
chr12	73159197	3	173
chr12	74204275	3	175
chr12	75235798	3	174
chr12	76260658	3	151
chr12	77278375	3	153
chr12	78310636	3	157
chr12	79331273	3	137
chr12	80357923	3	145
chr12	81409901	3	174
chr12	82435832	3	159
chr12	83460678	2	110
chr12	84509770	2	89
chr12	85522302	2	116
chr12	86544631	2	120
chr12	87595837	2	102
chr12	88638351	2	69
chr12	89667403	2	69
chr12	90684115	2	125
chr12	91705268	2	101
chr12	92725299	2	121
chr12	93747626	2	123
chr12	94768876	2	103
chr12	95786831	2	121
chr12	96822293	2	109
chr12	97847839	2	104
chr12	98887091	2	89
chr12	99904557	2	130
chr12	100923805	4	196
chr12	101960586	4	224
chr12	102983416	4	235
chr12	104019876	4	149
chr12	105042366	4	126
chr12	106077257	2	70
chr12	107106403	2	116
chr12	108125224	2	107
chr12	109135239	2	101
chr12	110197680	2	111
chr12	111213670	2	118
chr12	112227869	2	108
chr12	113254354	2	118
chr12	114262025	2	109
chr12	115274787	2	126
chr12	116285050	2	127
chr12	117291218	2	106
chr12	118302423	2	106
chr12	119323277	2	110
chr12	120337440	4	189
chr12	121356007	4	233
chr12	122376625	4	219
chr12	123459067	4	200
chr12	124475970	4	234
chr12	125487294	4	205
chr12	126502496	4	207
chr12	127521555	4	212
chr12	128540597	4	210
chr12	129563476	4	218
chr12	130591133	2	100
chr12	131609106	2	91
chr12	132694214	2	95
chr12	133851895	2	96
chr13	20399029	4	192
chr13	21420227	4	243
chr13	22463480	4	188
chr13	23503608	2	110
chr13	24540263	2	111
chr13	25627568	2	107
chr13	26655617	2	106
chr13	27676538	2	120
chr13	28694665	2	103
chr13	29720847	2	122
chr13	30752847	2	111
chr13	31782400	2	101
chr13	32819788	2	118
chr13	33840786	2	107
chr13	34867091	2	115
chr13	35902846	2	99
chr13	36934236	2	86
chr13	37968789	2	104
chr13	39009118	2	94
chr13	40030371	2	89
chr13	41061530	2	112
chr13	42121428	2	100
chr13	43166645	2	116
chr13	44195314	2	105
chr13	45224731	2	113
chr13	46263595	2	97
chr13	47309795	2	108
chr13	48353711	2	118
chr13	49396121	2	111
chr13	50432834	2	110
chr13	51471474	2	100
chr13	52517448	2	98
chr13	53727053	2	107
chr13	54754874	2	105
chr13	55780734	2	118
chr13	56814926	2	108
chr13	57875876	2	92
chr13	58903953	2	107
chr13	59935277	2	107
chr13	60967606	2	106
chr13	62008052	2	100
chr13	63026676	2	90
chr13	64047538	2	115
chr13	65136643	2	110
chr13	66154588	3	152
chr13	67187976	3	154
chr13	68218172	3	162
chr13	69249537	3	150
chr13	70271822	3	146
chr13	71299713	3	151
chr13	72319037	3	149
chr13	73350129	3	186
chr13	74377406	3	166
chr13	75410375	3	102
chr13	76444343	3	121
chr13	77479050	4	194
chr13	78511314	4	232
chr13	79545592	4	228
chr13	80587286	4	288
chr13	81619574	4	285
chr13	82661177	4	260
chr13	83687731	4	270
chr13	84714310	4	261
chr13	85738846	4	253
chr13	86917447	4	258
chr13	87950562	4	216
chr13	88979743	2	124
chr13	90009736	2	97
chr13	91025307	2	134
chr13	92052914	2	100
chr13	93083569	2	122
chr13	94124240	2	92
chr13	95156005	2	102
chr13	96180995	2	99
chr13	97219879	2	93
chr13	98244704	2	99
chr13	99284204	2	118
chr13	100307989	2	126
chr13	101335422	2	87
chr13	102375210	2	104
chr13	103398890	2	114
chr13	104421069	2	109
chr13	105443212	2	114
chr13	106472137	2	94
chr13	107501568	2	127
chr13	108528077	2	89
chr13	109563225	2	110
chr13	110590065	2	107
chr13	111620075	2	100
chr13	112797695	2	83
chr13	113861800	2	115
chr13	115169878	2	103
chr14	21041753	2	106
chr14	22088166	2	105
chr14	23126816	2	112
chr14	24160766	2	95
chr14	25255506	2	104
chr14	26300889	2	96
chr14	27347087	2	98
chr14	28411214	2	119
chr14	29453527	2	122
chr14	30488064	2	102
chr14	31529657	2	106
chr14	32571276	2	105
chr14	33611049	2	95
chr14	34636366	2	99
chr14	35694014	2	88
chr14	36736666	2	125
chr14	37772700	2	97
chr14	38823729	2	115
chr14	39870339	2	111
chr14	40942652	2	96
chr14	41984960	2	91
chr14	43028331	2	117
chr14	44090623	3	162
chr14	45139695	3	163
chr14	46196675	3	170
chr14	47260090	3	167
chr14	48294161	3	163
chr14	49353568	3	151
chr14	50390355	3	168
chr14	51420769	3	158
chr14	52458556	3	166
chr14	53498404	3	166
chr14	54542595	3	164
chr14	55575885	3	196
chr14	56610047	3	197
chr14	57654961	3	193
chr14	58702915	3	169
chr14	59724969	3	151
chr14	60769485	5	173
chr14	61827782	5	256
chr14	62858482	5	278
chr14	63904859	5	298
chr14	64928975	5	214
chr14	65953758	3	156
chr14	66999062	3	163
chr14	68039988	3	168
chr14	69069986	3	158
chr14	70087623	3	180
chr14	71131685	3	180
chr14	72166251	3	155
chr14	73203644	3	151
chr14	74247790	3	173
chr14	75272950	3	164
chr14	76291787	3	206
chr14	77317786	3	152
chr14	78339709	3	162
chr14	79357942	3	137
chr14	80396025	3	155
chr14	81435478	2	100
chr14	82471408	2	105
chr14	83496169	2	122
chr14	84519312	2	113
chr14	85540101	2	101
chr14	86585407	2	90
chr14	87623017	2	66
chr14	88658980	2	97
chr14	89688557	2	101
chr14	90715586	2	108
chr14	91737234	2	113
chr14	92772665	2	102
chr14	93801012	2	106
chr14	94825257	2	100
chr14	95845161	2	98
chr14	96862408	2	93
chr14	97885192	2	86
chr14	98901676	2	110
chr14	99921823	2	104
chr14	100940155	2	128
chr14	101963478	2	89
chr14	102993082	2	94
chr14	104018200	2	117
chr14	105044048	2	100
chr14	106141304	2	116
chr14	107349540	2	130
chr15	23022340	1	113
chr15	24526174	1	95
chr15	25628460	1	67
chr15	26639361	1	68
chr15	27655576	1	70
chr15	29140276	1	54
chr15	30208215	1	67
chr15	31800323	1	58
chr15	33299117	1	48
chr15	34316579	1	69
chr15	35430020	1	44
chr15	36455038	0	0
chr15	37476314	0	0
chr15	38522974	0	0
chr15	39552478	0	1
chr15	40574783	0	0
chr15	41593350	0	0
chr15	42611035	0	2
chr15	43635734	1	59
chr15	44793012	1	67
chr15	45887197	1	54
chr15	46922736	1	51
chr15	47956856	1	54
chr15	48964016	1	51
chr15	50000960	1	53
chr15	51025630	1	36
chr15	52064591	1	58
chr15	53084840	1	60
chr15	54125459	1	45
chr15	55150872	1	45
chr15	56193028	1	54
chr15	57242004	1	75
chr15	58251316	2	102
chr15	59269524	2	124
chr15	60286545	2	114
chr15	61302802	2	109
chr15	62324303	2	95
chr15	63340584	2	104
chr15	64357428	2	116
chr15	65381151	2	92
chr15	66396609	2	92
chr15	67410698	2	97
chr15	68427699	2	109
chr15	69443145	2	125
chr15	70455600	2	96
chr15	71489460	2	115
chr15	72515678	2	104
chr15	73577285	2	101
chr15	74636091	2	104
chr15	75707232	2	110
chr15	76748674	3	162
chr15	77788949	3	170
chr15	78835888	3	162
chr15	79880491	3	168
chr15	80904265	3	135
chr15	81918474	3	150
chr15	83608138	3	176
chr15	84643070	3	170
chr15	85976830	3	162
chr15	86998958	3	143
chr15	88045865	3	155
chr15	89070391	3	149
chr15	90100226	3	156
chr15	91125055	3	152
chr15	92153414	2	106
chr15	93171614	2	105
chr15	94200430	2	94
chr15	95224202	2	94
chr15	96233857	2	109
chr15	97244653	2	94
chr15	98282728	2	111
chr15	99300994	2	114
chr15	100318469	2	96
chr15	101377863	2	100
chr15	102531392	2	126
chr16	1112477	3	155
chr16	2151671	3	148
chr16	3291588	3	152
chr16	4308967	3	180
chr16	5353141	3	156
chr16	6364481	3	171
chr16	7371258	3	160
chr16	8387885	2	92
chr16	9459475	2	112
chr16	10486173	2	125
chr16	11499285	2	112
chr16	12535604	2	102
chr16	13552171	2	55
chr16	14568347	2	106
chr16	16100326	2	168
chr16	17586169	2	141
chr16	19156697	2	163
chr16	20167514	2	86
chr16	21277983	2	51
chr16	22796999	2	95
chr16	23812177	2	130
chr16	24822659	2	98
chr16	25837354	2	147
chr16	26853811	2	148
chr16	27862240	2	173
chr16	29294090	2	132
chr16	30700994	2	114
chr16	31746276	2	94
chr16	34209948	2	214
chr16	47493504	2	95
chr16	48543780	2	112
chr16	49579618	2	92
chr16	50599530	2	105
chr16	51625496	2	109
chr16	52653488	2	106
chr16	53685435	2	114
chr16	54711166	2	109
chr16	55732229	2	112
chr16	56791888	2	111
chr16	57812120	2	128
chr16	58836121	2	105
chr16	59897361	2	96
chr16	60948267	2	95
chr16	61985037	2	110
chr16	63007764	2	122
chr16	64050495	2	107
chr16	65070917	2	112
chr16	66111262	2	112
chr16	67137538	2	103
chr16	68161783	2	107
chr16	69191687	2	105
chr16	70386866	2	78
chr16	71450069	2	103
chr16	72487330	2	102
chr16	73518531	2	106
chr16	74624477	2	101
chr16	75654350	2	102
chr16	76699481	2	102
chr16	77721744	2	122
chr16	78738235	2	110
chr16	79754284	2	112
chr16	80785691	2	115
chr16	81807469	2	105
chr16	82835895	2	95
chr16	83857260	2	103
chr16	84878602	2	105
chr16	85902250	2	116
chr16	86937302	2	122
chr16	87972420	2	135
chr16	89125508	2	137
chr16	90354753	2	104
chr17	1183821	2	112
chr17	2225258	2	91
chr17	3339505	2	101
chr17	4381222	2	105
chr17	5426910	2	112
chr17	6459707	2	123
chr17	7504970	2	110
chr17	8534748	2	95
chr17	9569254	2	119
chr17	10602166	2	87
chr17	11630677	2	103
chr17	12674189	2	120
chr17	13699487	2	125
chr17	14757921	2	101
chr17	15965410	2	101
chr17	17138506	2	119
chr17	18168014	2	126
chr17	19718395	2	141
chr17	21031408	2	214
chr17	26338965	2	109
chr17	27360795	2	94
chr17	28387026	2	90
chr17	29493953	2	106
chr17	30577163	2	107
chr17	31610619	2	103
chr17	32643225	2	105
chr17	33661176	2	106
chr17	35002630	2	81
chr17	36013573	2	98
chr17	37193748	2	121
chr17	38208366	2	105
chr17	39223036	2	111
chr17	40262016	2	110
chr17	41291407	2	135
chr17	42320081	2	105
chr17	43337546	2	102
chr17	44878133	2	111
chr17	45992027	2	166
chr17	47003207	2	150
chr17	48019914	2	144
chr17	49029386	2	92
chr17	50049062	2	131
chr17	51072825	2	106
chr17	52097385	2	102
chr17	53119652	2	106
chr17	54149465	2	113
chr17	55168899	2	114
chr17	56179042	2	104
chr17	57200027	2	83
chr17	58326523	2	101
chr17	59363593	2	103
chr17	60423581	2	103
chr17	61482404	2	112
chr17	62558188	2	113
chr17	63671775	2	101
chr17	64689984	2	106
chr17	65704350	2	101
chr17	66744121	2	113
chr17	67775341	2	100
chr17	68797359	2	93
chr17	69812475	2	96
chr17	70822909	2	107
chr17	71836791	2	106
chr17	72844954	2	111
chr17	73866414	2	119
chr17	74889279	2	130
chr17	75904376	2	226
chr17	76918298	2	192
chr17	78042155	2	139
chr17	79062803	2	96
chr17	80127229	2	102
chr17	81195210	2	114
chr18	1128857	2	114
chr18	2179231	2	99
chr18	3224729	2	105
chr18	4260328	2	106
chr18	5312524	2	105
chr18	6356453	2	106
chr18	7396576	2	105
chr18	8445149	2	124
chr18	9493248	2	107
chr18	10527458	2	118
chr18	11598820	2	118
chr18	12715969	2	105
chr18	13761485	2	244
chr18	19557825	2	92
chr18	20605634	2	116
chr18	21636331	2	93
chr18	22674715	2	114
chr18	23704336	2	108
chr18	24746241	2	117
chr18	25788316	2	92
chr18	26836656	2	92
chr18	27867871	2	143
chr18	28891972	2	179
chr18	29934214	2	101
chr18	30974381	2	113
chr18	32019357	2	102
chr18	33068812	2	120
chr18	34117872	2	156
chr18	35157540	2	187
chr18	36194325	2	152
chr18	37225694	2	153
chr18	38264193	2	134
chr18	39294297	2	93
chr18	40336419	2	98
chr18	41373158	2	127
chr18	42414378	2	107
chr18	43458233	2	124
chr18	44486033	2	124
chr18	45544658	2	110
chr18	46572889	2	121
chr18	47628789	2	112
chr18	48669599	2	124
chr18	49709132	2	114
chr18	50740051	2	106
chr18	51783064	2	95
chr18	52977020	2	104
chr18	54015329	2	78
chr18	55057910	1	48
chr18	56092146	1	59
chr18	57133025	1	48
chr18	58174987	1	54
chr18	59215502	1	53
chr18	60251708	1	63
